compound_name,smiles,formal_charge,n_unpaired_electrons
cid-59259429,CN1CC=C(c2cn(S(=O)(=O)c3ccc4c(ccn4C)c3)c3ccc(F)cc23)CC1,0,0
cid-111547435,CN=C(NCCc1c[nH]c2ccc(F)cc12)NCc1ccccn1,0,0
cid-129902323,NCc1ccc(Nc2nccc(C(NC3CC3)c3ccc(CN)cc3)n2)cc1,0,0
cid-176305195,CCN(O)[Si](C)(C)C,0,0
cid-83866863,N#CCc1[nH]c(=O)[nH]c(=O)c1Br,0,0
cid-106624112,CC(C)N(CC1CCCNC1)C(C)c1ccc(F)cn1,0,0
cid-93171307,Cc1ccccc1OC[C@H]1c2ccsc2CCN1C(=O)CN(CC1CC1)C(=O)c1cccc(F)c1,0,0
cid-61888590,CC1(C)CC1Nc1ncccc1C(N)=S,0,0
cid-166708052,CCCCCC/C=C\CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)N[C@@H]1/C=C/C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C)C(=O)OC1)C(C)C,0,0
cid-130031831,C=C=C(C)C(=O)CCC(=C)C,0,0
cid-101368271,CC/C=C/C(OC(=O)c1ccccc1)C(C)=O,0,0
cid-36481388,CC(C)(C)OC(=O)Nc1ccc(CC(=O)Nc2cccc(CN3CCCC3=O)c2)cc1,0,0
cid-4857079,CCc1cc2c(SC(C)C(=O)Nc3ccc([N+](=O)[O-])cc3C(F)(F)F)ncnc2s1,0,0
cid-174100883,[B](c1ccccc1)n1cccn1,0,1
cid-49758999,CN[C@H](C)c1cnc2[nH]ccc2c1,0,0
cid-171385972,COCCNC(=O)C[C@H]1CC[C@@H](CNC(=O)c2ccncc2O)N1CC1CC1,0,0
cid-117996749,Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2nc(OCCN3CCCC3)ccc2c1,0,0
cid-65191814,Cc1nn(C)cc1C(C)NC(C)Cc1ccc(Br)cc1,0,0
cid-169433641,O=C([O-])CCc1c2ccccc2c(CCC(=O)[O-])c2ccccc12,-2,0
cid-148293431,CN1C(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN)NCc2ccccc2Sc2c(Cl)cc(-c3ccn[nH]3)cc2CNC(=O)[C@@H]1Cc1c[nH]c2ccccc12,0,0
cid-140882474,C=CCCCCCCCCCCCCCN1C(=O)c2ccccc2C1=O,0,0
cid-137407225,O=c1[nH]ncn1-c1ccc(N2CCN(c3ccc(Br)cc3)CC2)cc1,0,0
cid-5123270,CCc1ccc(N2C(=O)NC(=O)C(=Cc3cc(C)n(-c4ccc(F)cc4)c3C)C2=O)cc1,0,0
cid-135484534,CC(C)(C)C12OOC1(c1ccc(/C=N/O)c(O)c1)OCC2(C)C,0,0
cid-103032040,CCNC(CCC(C)(C)OC)c1ccc(OC(F)F)cc1,0,0
cid-37007674,O=C(CCN1C(=O)CCC1=O)Nc1nnc(-c2ccccc2)s1,0,0
cid-121699673,COc1ccc(S(C)(=O)=O)cc1S(=O)(=O)NC1CCNC1,0,0
cid-120189224,CC(C)S(=O)(=O)CCN1CCC2(CCNCC2)C1,0,0
cid-101475427,C[Se]CC(C[Se]C)(C[Se]C)C[Se]C,0,0
cid-132941847,COCN(C(=O)OC(C)(C)C)[C@@]1(C(C)C)C(=O)C/C(C)=C(/C)Cc2ccccc21,0,0
cid-7254532,CCOC(=O)c1sc(NC(=O)CSc2ccc(C)cc2)cc1C,0,0
cid-72590432,[C-]#[N+]C(C#N)=C(C)c1ccccc1,0,0
cid-63732231,CCC(N)CNc1ccc(C(F)(F)F)cc1,0,0
cid-92710367,Cc1ccc(C(=O)NC[C@H]2COCCO2)cc1NC(=O)C1=CSCCO1,0,0
cid-166855488,CNC(=O)CCC(C=O)N1C(=O)C=C(Nc2cccc(C(C)(C)CNCc3ccc(C)c(Cl)c3)c2)C1=O,0,0
cid-79164503,CC(C)NCc1ccnc(N2CCC3CCC(C2)N3C)c1,0,0
cid-2725868,S=c1[nH]nc(-c2ccc(Cl)cc2)n1-c1cccnc1,0,0
cid-32052044,Cc1ccc(C(=O)N(C)CC(=O)Nc2c(Cl)cccc2Cl)c(C)c1,0,0
cid-82880342,Cc1ccc(CC(=O)Nc2c[nH]c(C)c2C(=O)O)cc1,0,0
cid-166386253,CC(=O)c1ccc(S(=O)(=O)NC(C)C(=O)NOCC(C)C)cc1,0,0
cid-57145041,CSn1c(C(=O)O)cc2ccccc21,0,0
cid-70147054,CN1C(=O)C(Br)C[C@@]2(C)C1CC[C@@H]1[C@H]2CC[C@]2(C)C(O)CC[C@@H]12,0,0
cid-177827344,C=C(C)[C@@]12OC3(/C=C/C=C\CCCCC)O[C@@H]1[C@@H]1[C@@H]4O[C@]4(CO)[C@@H](O)[C@]4(O)C(=O)C(C)=C[C@H]4[C@@]1(O3)[C@H](C)[C@H]2OC(=O)c1ccccc1,0,0
cid-49633578,CCS(=O)(=O)N1CCN(C(=O)NCCC2=CCCCC2)CC1,0,0
cid-157742647,[3H]CCNc1nc2c(ncn2[C@@H]2O[C@](F)(COP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C)[C@@H](O)[C@@]2(C)O)c(=O)[nH]1,0,0
cid-94013312,CC[C@@H](NC(=O)c1ccc(Cl)c(S(=O)(=O)N2CCCCCC2)c1)c1ccc(OC)cc1,0,0
cid-124069897,CN1CCN(Cc2ccc(CC3CCN(C(=O)c4ccncc4)CC3)cc2)CC1,0,0
cid-8450335,CC[C@@]1(c2ccccc2)NC(=O)N(NC(=O)CN2CCSc3ccccc32)C1=O,0,0
cid-64080725,CCCNS(=O)(=O)c1ccc(CC(=O)OC)cc1,0,0
cid-50847239,Cc1sc2ncnc(N3CCCC3)c2c1C(=O)Nc1ccc(C(F)(F)F)cc1,0,0
cid-133363857,Cc1nc(C2CCCN(c3ccc(C#N)cc3[N+](=O)[O-])C2)n[nH]1,0,0
cid-59132161,CCOP(=O)(COC1CCC(C[C@H](NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)CC1)OCC,0,0
cid-170295014,C#Cc1ccc2c(c1)[nH]c1c2c(=O)c2cc(C(C)C)c(-c3cccc(S(=O)(=O)F)c3)cc2n1C(C)C,0,0
cid-167337008,COC(C)(C)c1nc(CO[Si](C)(C)C(C)(C)C)c(S(N)(=O)=O)s1,0,0
cid-79860364,CC1(C)CCC(Oc2ccccc2)C1N,0,0
cid-131844280,CC(=O)CCN1C(=O)CC[C@H]1C(=O)O,0,0
cid-62302873,Cc1cc2c(n1-c1ccc(CC#N)cc1)CCCC2O,0,0
cid-104680016,CCNC(C)CCN1CCCC(C)C1=O,0,0
cid-65792924,Cc1ccc(S(=O)(=O)N2CC3CCC2C3)cc1CN,0,0
cid-133381267,N#Cc1ccc(C(F)(F)F)c(N2CCN(C3CCS(=O)(=O)C3)CC2)c1,0,0
cid-46829801,[2H]C([2H])(C)CC[C@H](NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)NC1(CS(=O)(=O)C(C)(C)C)C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C1([2H])[2H])C(C([2H])([2H])[2H])(C([2H])([2H])[2H])C([2H])([2H])[2H])C2(C)C)C(=O)C(=O)NC1CC1,0,0
cid-125753228,COc1cc(/C=C(/C#N)C(=O)Nc2ccc(Br)cc2)ccc1OCc1ccc(F)cc1,0,0
cid-167224830,CC(Cl)(Cl)CC(=O)Nc1cccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1F,0,0
cid-64632872,CC(N)CCCSc1ncnc2nc[nH]c12,0,0
cid-25135988,O=C(c1ccc(F)cc1)C1C(c2ccccc2)=CC(=O)C12CCCCC2,0,0
cid-92519749,CC[C@H](C)N1C(=O)/C(=C/c2c(NC[C@@H]3CCCO3)nc3c(C)cccn3c2=O)SC1=S,0,0
cid-59182202,CC1(C)c2ccccc2-c2ccc(-c3c4ccccc4c(-c4ccc5c(c4)[Si](C)(C)c4c6c(c7ccccc7c4-5)-c4ccc(-c5c7ccccc7c(-c7ccc8c(c7)C(C)(C)c7ccccc7-8)c7ccccc57)cc4[Si]6(C)C)c4ccccc34)cc21,0,0
cid-135619411,C#CCOC[C@@H](O)CN1CCc2nc(Cc3cccc(OC)c3)[nH]c(=O)c2C1,0,0
cid-57300391,CCCc1cc(N)cs1,0,0
cid-123781573,COC(=O)/C(=C\CC(C)CCC=C(C)CCC=C(C)CCC=C(C)C)P(=O)(OC)OC,0,0
cid-177600852,COc1ccc(/C=N/c2oc3cccc(O)c3c2-c2ccc(F)cc2)cc1,0,0
cid-125742567,CCOc1cc(-c2nc3sc(C)c(C)c3c(=O)[nH]2)ccc1OCc1cccc(F)c1,0,0
cid-111944572,CCNC(=NCCCCOCC)NCCn1c(C)nc2ccccc21,0,0
cid-2421818,COc1cccc(CNCC(=O)NC(=O)NC2CCCC2)c1,0,0
cid-171378430,C#CCCCCC(=O)O[C@H](C)C1=CC[C@@]23OCCN(C)C[C@@]12C[C@@H](O)[C@]12O[C@]4(O)CC[C@@]1(C)[C@H](CC=C32)C4,0,0
cid-92525080,CC1(C)C[C@@]2(C)O[C@@]3(C)CC(C)(C)O[C@]3(C)O[C@]2(C)O1,0,0
cid-109432271,CN=C(NCCS(=O)(=O)N1CCc2ccccc21)NCc1nc(C)c(C)o1,0,0
cid-121115557,CCn1c(C2CCN(C(=O)c3ccsc3)CC2)nn(Cc2ccccc2)c1=O,0,0
cid-79826537,NC(Cc1nc2ccccc2s1)Cc1ccc(F)cc1F,0,0
cid-65987568,CCCNCC(O)CCc1ccc(OC)cc1,0,0
cid-20620258,O=C(NO)C1(S(=O)(=O)c2ccc(OCCCc3cccc(N4CCNCC4)c3)cc2)CCN(C2CC2)CC1,0,0
cid-42702160,CCc1ccc(NC(=O)N(CCC(=O)N2CCC(C)CC2)Cc2ccco2)cc1,0,0
cid-59162735,Cc1ccc(-c2cccc(S(=O)(=O)N(C)C[C@H](O)CNC(C)(C)Cc3ccc4ccccc4c3)c2)cc1C(=O)O,0,0
cid-55786800,O=C(NCCc1cccs1)c1ccc(Oc2ccc(Br)cc2)nc1,0,0
cid-120650886,CCN[C@H](C)CNC(=O)Cc1cccc([N+](=O)[O-])c1,0,0
cid-24518357,O=S(=O)(c1cccc(-c2nnc(SCc3cc(F)cc4c3OCOC4)o2)c1)N1CCCCC1,0,0
cid-125787114,O=C(NCc1ccc(/C=N/NC(=O)C(=O)N2CCCC2)o1)C(=O)Nc1ccc(Cl)c(Cl)c1,0,0
cid-18114966,O=C(NCCc1ccccc1F)c1csc2c1CCCC2,0,0
cid-45214475,O=C(c1cccc(N2CCCC2=O)c1)N(Cc1cccc(OCc2ccc3c(c2)OCO3)c1)Cc1ccccn1,0,0
cid-80548474,CNC(=O)C1CCCN1C(=O)C(C)C(N)c1ccccc1,0,0
cid-136248482,COc1ccc([C@H]2C[C@@H](C(F)(F)F)n3ncc(C(=O)N4CCN(c5ccccc5OC)CC4)c3N2)cc1OC,0,0
cid-67254849,Cc1c(C2CCN(C(=O)C3CC3)C2)nc(N)c(N)c1C,0,0
cid-61357910,O=C1C(=O)N(CC2CCCCO2)c2c(F)ccc(Cl)c21,0,0
cid-19681195,CCn1cc(S(=O)(=O)NCC(C)C)c(C)n1,0,0
cid-167485659,OC1CCC(Nc2cc(Cl)ncc2C#CC2(O)CCOCC2)CC1,0,0
cid-119229911,O=C(CC(NC(=O)c1ccccc1)c1ccccc1)NC1CCC(C(=O)O)CC1,0,0
cid-84785634,NCC1(CCS(=O)(=O)C2CCC2)CC1,0,0
cid-117744027,CC(=O)NC(C)(C)c1ccnc(C(C)(C)C)c1,0,0
cid-8132820,S=c1n(C[NH+]2CCc3ccccc3C2)nc(-c2cccnc2)n1-c1ccccc1,1,0
cid-123829258,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)C[C@]5(P(=O)(O)Cc6c(F)ccc(C)c6F)C[C@H]5CCCCCCC[C@H](CC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(C)C)n3)nc2c1Cl,0,0
cid-82749011,CN(C(=O)c1n[nH]c(C2CC2)c1S(N)(=O)=O)C1CCOC1,0,0
cid-117751405,C=Cc1cc(C)ccc1I,0,0
cid-114803039,CCOC(C)c1nc(-c2ccc3c(c2)CCNC3)cs1,0,0
cid-156147548,Cc1sc(-c2ccccc2)cc1C1=C[C@H]2C[C@]1(c1cc(COC(=O)C(C)(C)P)sc1C)[C@H]1C(=O)N(CCOC(=O)C(C)(C)P)C(=O)[C@@H]21,0,0
cid-124327417,COC(=O)CN1C(=O)/C(=C/c2cc(Cl)c(OC)cc2OC)NC1=S,0,0
cid-14744788,CCCCCCCCCCc1ccc(C(=O)Oc2ccc(C(=O)OC(C)COCC)cc2)cc1,0,0
cid-110124106,CN(CC1(O)CCCN(c2ccccn2)C1)C(=O)CCc1ccnn1C,0,0
cid-11853753,O=C(CCc1ccc(CN2CCCCC2)cc1)NCCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1,0,0
cid-46629169,COC(=O)c1csc(S(=O)(=O)N2CCN(C(=O)/C=C/c3cccc(Cl)c3)CC2)c1,0,0
cid-18218257,CC(N)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)O,0,0
cid-106939216,CC1CCNCC1OCCOCCO,0,0
cid-6000154,COc1ccc(NC(=O)C(=O)N/N=C\c2ccc(OC(=O)c3ccccc3Cl)cc2)cc1,0,0
cid-158397352,C1=CCC(C2(c3ccccc3)c3ccccc3-c3c2ccc2c4cnccc4n(-c4ccc(-c5ccc(-n6c7c(c8c6NCCC8)C=CCN7)cc5)cc4)c32)C=C1,0,0
cid-124809684,Cn1cncc1CN1CC[C@H]2OCCN(C(=O)c3ccncc3)[C@@H]2C1,0,0
cid-147238763,CCCCC/C=C/C=C1\CC=CC1=O,0,0
cid-155907207,Cc1ccc(-c2c(-c3ccc(C)cc3)n(C(C)(C)C)c(=O)n(C(C)(C)C)c2=O)cc1,0,0
cid-20935512,Cc1ccc(-c2onc(C)c2C)cc1S(=O)(=O)N1CC=C(c2ccccc2)CC1,0,0
cid-64931442,CC(C)C1CNC(c2ccccc2)CN1C1CCCCC1,0,0
cid-94486375,CCOc1ccccc1[C@H]1N=C(c2ccc(C)cc2)C[C@@H](c2cc(Br)ccc2O)N1,0,0
cid-53219022,Cc1cc(O)cc(-c2ccc(Cl)c(C#N)c2)c1,0,0
cid-100491814,COc1ccc(-n2c(C)ccc2[C@@H]2[C@@H](c3ccccn3)NC(=S)N2c2cc(OC)ccc2OC)cc1,0,0
cid-88133940,CN(NC(NN(C)C(=O)OC(C)(C)C)C(=O)O)C(=O)OC(C)(C)C,0,0
cid-122579724,N=Cc1c(/C=C\I)ccc2nccnc12,0,0
cid-110612271,CCCNS(=O)(=O)N1CCC(c2ccc3c(c2)OCO3)C1,0,0
cid-61107431,CCOC(=O)c1ccsc1NS(=O)(=O)c1ccccc1N,0,0
cid-90670476,CN1CCN(c2nc(Oc3ccc(C#N)cc3)nc(-c3ccc(N4C(=O)CSC4c4ccc(Br)cc4)cc3)n2)CC1,0,0
cid-54694878,Cn1c(=O)c(C(c2ccc(C(F)(F)F)cc2)c2[nH]c3ccccc3c2CCOC(=O)Cc2ccccc2)c(O)c2ccccc21,0,0
cid-82217555,C=CCn1c(C)cc(=O)c(O)c1CN1CC(C)CC(C)C1,0,0
cid-23095355,NC(=O)c1ccc(N2C(=O)CC(Sc3ccc(NC(=O)Cc4ccccc4)cc3)C2=O)cc1,0,0
cid-46889984,C[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC=O)C(N)=O,0,0
cid-134674429,CCOC(=O)Cc1c(C(F)F)ncc(F)c1Cl,0,0
cid-131857912,CN(C)[C@@H](c1ccccc1)[C@H](O)C(=O)O,0,0
cid-91210453,CCC(O[Si](CC)(CC)CC)C(C)C1OC1CC(C)(O)C=CC=C(C)C1OC(=O)CC(O[Si](CC)(CC)CC)CCC(C)(O)C(OC(C)=O)C=CC1C,0,0
cid-18834644,CC1(C)C2CCC1(C(=O)NCCCn1ccnc1)c1nc3cc(Cl)c(Cl)cc3nc12,0,0
cid-176057869,Nc1ccc(N2CCN(C3CCC4(CC3)CCN(c3cccc(C(=O)NC5CCC(=O)NC5=O)c3)CC4)CC2)cc1,0,0
cid-82559207,CC(C(N)=O)n1ccnc1C(Cl)(Cl)Cl,0,0
cid-23603148,Cc1nc2ccc(S(=O)(=O)NCC(=O)NC3CCCCCCC3)cc2s1,0,0
cid-56484881,O=C(Nc1ncccc1OCc1ccncc1)C1CCCN(S(=O)(=O)c2cccs2)C1,0,0
cid-2595659,CCCNC(=O)NC(=O)CSc1nc2ccccc2c(=O)n1-c1cccc(OC)c1,0,0
cid-125980645,Cc1c(C(=O)N/N=C\c2ccc(OCc3ccccc3)cc2)sc2ncnc(N)c12,0,0
cid-125007300,Cc1nn(C)cc1S(=O)(=O)N[C@H]1CCCN(c2ccccn2)C1,0,0
cid-60162955,CN(C)C(=O)CNc1nc(-c2ccc(N)nc2)nc(N2CCOCC2)n1,0,0
cid-100261674,Cc1cc(C)c(-n2c(C)cc([C@H]3[C@H](c4ccccn4)NC(=S)N3Cc3ccncc3)c2C)c(C)c1,0,0
cid-50938752,C[C@@H](Oc1nc(-c2ccc3c(c2)NC(=O)C32CCN(C(=O)N3CCOCC3)CC2)cnc1N)c1c(Cl)ccc(F)c1Cl,0,0
cid-164836609,CC(C)Cc1cnn(C2CCN(CC3(C)CCC3)CC2)c1,0,0
cid-65623657,COCc1ccc(CNc2cccc(I)c2)cc1,0,0
cid-116023712,COCC(O)CNc1ccnc(C)c1,0,0
cid-106820330,CC(C)C(NC1CCN(c2ccccc2)CC1)C(=O)O,0,0
cid-41154989,CC(=O)N[C@@H](CC(=O)N1CCN(CC(=O)Nc2ccccc2Cl)CC1)c1ccccc1,0,0
cid-63928560,COCC(O)COc1ccc(CNC(C)C)cc1Br,0,0
cid-11166791,O=C(NO)C1C2CCCCC2CCN1S(=O)(=O)c1ccc(Oc2ccc(F)cc2)cc1,0,0
cid-69439504,O=C(NC[C@H](NC(=O)c1ccc(Cl)s1)C(=O)O)c1ccc(N2CCCCC2=O)cc1,0,0
cid-19305570,COC(=O)c1ccccc1NC(=O)C(Sc1cccc(NC(=O)/C(=C\c2ccccc2Cl)NC(=O)c2ccccc2)c1)c1ccccc1,0,0
cid-111837687,CN=C(NCCc1ccc(C(F)(F)F)cc1)NCC1(N2CCCC2)CCOCC1,0,0
cid-56137763,CCOc1ccc(NC(=O)C2CCOC2)cc1S(=O)(=O)N1CCCC1,0,0
cid-9651711,C/C(=N\NC(=O)c1ccc([N+](=O)[O-])cc1)c1ccc(C)c(C)c1,0,0
cid-117676078,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C)c2)nc1N1CC[C@H](NC(=O)OC(C)(C)C)C1,0,0
cid-125663660,CCOc1ccccc1N1C(=O)[C@H]2[C@H](C1=O)C1(Cl)c3ccccc3C2(Cl)c2ccccc21,0,0
cid-25357503,CC[C@@H](C)[C@@H](NC(=O)c1ccccc1NC(=O)c1ccc(OC)cc1)C(=O)CNCCCn1ccnc1,0,0
cid-45953362,CCCCCC(=O)N1CCN(c2nc(C(C)CC)nc3sc4c(c23)CCCC4)CC1,0,0
cid-111471481,O=C(Cc1[nH]nc2ccccc12)NCC1CCCC1O,0,0
cid-3123581,COc1ccc(C=CC(=O)c2c(-c3ccccc3)c3cc(Cl)ccc3[nH]c2=O)cc1,0,0
cid-171596850,[2H]c1c([2H])c([2H])c(-c2c([2H])c(-c3nc(-c4ccccc4)nc(-c4ccc5c(c4)oc4cc(-c6ccccc6)ccc45)n3)c([2H])c(-c3c([2H])c([2H])c([2H])c([2H])c3[2H])c2[2H])c([2H])c1[2H],0,0
cid-176276325,CC1(C)CCC(CN2CC3(CCN(c4ccc(C(=O)NS(=O)(=O)c5ccc(NCC6CCOCC6)c([N+](=O)[O-])c5)c(Oc5cnc6[nH]ccc6c5)c4)C3)C2)=C(c2ccc(Cl)cc2)C1,0,0
cid-83828674,OC1CCNC1Cc1cccs1,0,0
cid-87592260,CCOCC(OCC)(OCC)OP(=O)(OC(COCC)(OCC)OCC)OC(COCC)(OCC)OCC,0,0
cid-83138648,CC(C)(C)C(CNC1CC1)Cc1ccccc1Cl,0,0
cid-63359081,N#Cc1ccc(CNC(=O)c2cccc(F)c2F)c(F)c1,0,0
cid-8530168,Cc1c(C(=O)N2CC[NH+]([C@@H]3CCS(=O)(=O)C3)CC2)oc2ccc(Cl)cc12,1,0
cid-66995687,CCCn1c(=O)c2c(nc(Cc3ccsc3)n2CCNCC(O)CC)n(CCc2ccc(N)cc2)c1=O,0,0
cid-57822256,CC(C)c1[nH]c2cncn2c(=O)c1C(C)C,0,0
cid-57037478,O=C(O)c1cn(C2CC2)c2c(F)c(N3CCC(c4nn[nH]n4)C3)c(F)cc2c1=O,0,0
cid-18367993,CC(=O)Nc1c(C(=O)c2ccco2)[nH]c2cc(Cl)ccc12,0,0
cid-59571020,COc1ccc(COC(C)(C)COc2cnc(NC(=O)OC(C)(C)C)cn2)cc1,0,0
cid-91702224,CCCCCCCCCCCOC(=O)CCC(=O)OC(C)C(C)C,0,0
cid-81748143,NC(Cc1ccc(Cl)c(Cl)c1)c1ccncc1F,0,0
cid-91173330,O=C(Nc1cccc2c1CN(Cc1cccc(CNc3ccon3)c1)C2=O)c1cc(Cl)ccc1S,0,0
cid-4857001,O=C(COC(=O)C1CCN(S(=O)(=O)c2ccccc2C(F)(F)F)CC1)c1ccc(Cl)s1,0,0
cid-10299798,CCCOc1ccc2c(c1)c(-c1ccc(OCC3CC3)cc1)c(C(=O)O)n2Cc1cccc(OC)c1,0,0
cid-27437615,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)SC1=Nc1cccc(O)c1,0,0
cid-64265130,Cc1ccc(C)c(N2CCCC(NC3CC3)C2)c1,0,0
cid-156491345,O=C(c1csc(Nc2cnc(NC3Cc4ccccc4C3)nc2)n1)N1CCc2n[nH]nc2C1,0,0
cid-19887444,CC1(C)C=C(n2cc([N+](=O)[O-])cc(Cl)c2=O)c2cc(C#N)ccc2C1,0,0
cid-50995697,CC1(S(=O)(=O)NC(=O)[C@@]23C[C@H]2/C=C\CCCCC[C@H](Nc2ccc(Cl)c(Cl)c2)C(=O)N2C[C@H](Oc4nc5ccccc5s4)C[C@H]2C(=O)N3)CC1,0,0
cid-56053044,O=C(CNC(=O)c1cc(F)cc(F)c1)NCc1cc(Cl)c2c(c1)OCCCO2,0,0
cid-100481192,C=CCN(c1ccccc1C(=O)OC)S(=O)(=O)c1ccc(OC)c(OC)c1,0,0
cid-163982920,NC1(c2ccc3cnn(-c4cc(C5CCN(C6COC6)CC5)ncn4)c3c2)CCC1,0,0
cid-26822788,CN(c1ccccc1)S(=O)(=O)c1cccc(NC(=O)c2ccccc2I)c1,0,0
cid-3175352,Cc1cc(C)c2[nH]c(=O)c(C(c3nnnn3C3CCCC3)N3CCN(Cc4ccc5c(c4)OCO5)CC3)cc2c1,0,0
cid-15521711,CN1CCC(=O)c2[nH]ccc2C1=O,0,0
cid-9476902,COc1ccc(OC)c([C@H](C)NC(=O)/C=C/c2cccc(C(F)(F)F)c2)c1,0,0
cid-23515383,Cc1ccc(C2COC(=O)C(Cc3ccc(C)c([N+](=O)[O-])c3)C2)cc1Cc1ccccc1,0,0
cid-133200876,CCCNC(=O)C(Cc1ccccc1)N(Cc1c(Cl)cccc1Cl)C(=O)Cc1ccc(Cl)c(Cl)c1,0,0
cid-97189092,CC(C)COc1cccc([C@H](C(=O)O)N2CCN(c3cnccn3)CC2)c1,0,0
cid-14597069,CCCN(C)C(=O)O,0,0
cid-133836000,O=C1OCCN1CCN1CCCN(C(=O)c2ccc(F)cc2)CC1,0,0
cid-87457477,CC1(C)C(=O)N(c2ccc(SC(F)(F)F)cc2)C(=O)N1Cc1ccnc(C(N)=O)c1,0,0
cid-100978971,CS(C)=CCn1c(C=O)cc2ccccc21,0,0
cid-175348172,Cc1ccc(S(=O)(=O)N(N=Cc2ccccc2)C(C[Se]c2ccccc2)c2ccc3ccccc3c2)cc1,0,0
cid-146290239,Fc1ccc(C2N=C(c3nccs3)NC(CN3CCOCC3)=C2C#CC2CC2)c(Cl)c1,0,0
cid-54904103,c1ccc(-c2csc(CNc3cccnc3)c2)cc1,0,0
cid-9936528,CCCCCCCNC(CSSCC(NC(=O)CCCCCCC)C(=O)OCC)C(=O)OCC,0,0
cid-145853391,CS(=O)(=O)Nc1ccccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2)N[C@@H](Cc2ccccc2)C(N)=O)CC1,0,0
cid-109894178,CC(C)(C)CC(=O)NCC(O)c1ccc(Cl)c(F)c1,0,0
cid-109537485,CCNC(=NCC1CCCN(C)C1)N1CCOC(c2cnn(C)c2)C1,0,0
cid-131854338,CCOC1=CC(=O)[C@H](OC(C)=O)[C@@H](C)C1,0,0
cid-83160122,CCCNCC(C)(Cc1ccc(OC)c(F)c1)C(C)C,0,0
cid-90984418,Cn1c(=O)oc2ccc(CNC(=O)c3cc(C(=O)N[C@H]4CCc5cc(C(=O)O)ccc54)nc4nc(=O)[nH]n34)cc21,0,0
cid-24452608,CC(=O)NCCc1ccc(C(=O)COC(=O)/C=C/c2ccc(Cl)cc2Cl)cc1,0,0
cid-9523326,CC(=O)c1cc(C(=O)OCC(=O)N(CCc2ccccc2)Cc2ccccc2)n(C)c1,0,0
cid-19133266,O=C(COC(=O)C(c1ccccc1)c1ccccc1)c1ccc(NC(=O)c2ccccc2)cc1,0,0
cid-8822715,Cc1cc(NS(=O)(=O)c2c(C)nn(C)c2C)ccc1Br,0,0
cid-59259361,CN1CC=C(c2nn(S(=O)(=O)c3ccc4oncc4c3)c3ncccc23)CC1,0,0
cid-3660097,Cc1ccc(C(=O)N(CC(=O)Nc2cc(C)on2)CC2CCCO2)cc1,0,0
cid-142596449,O=C(O)NC(Cc1ccccc1)B(O)O,0,0
cid-88374567,O=C(O)c1cccc(CC2CO2)c1Br,0,0
cid-79518942,COc1ccc(N)c(SCC2CCCCO2)c1,0,0
cid-3146151,COCCn1c(SCC(=O)N2CCCCC2C)nnc1-c1ccncc1,0,0
cid-112736888,CCCC[C@H](N)CN1CCSCC1S(C)(=O)=O,0,0
cid-111687701,CCCN1CCC(CN=C(NCC)NCCc2nc(C(F)(F)F)cs2)CC1,0,0
cid-6177219,CCOc1ccc(OCc2ccc(C(=O)N/N=C(/C)c3ccc4c(c3)OCO4)cc2)cc1,0,0
cid-107696730,CC(C)CNCc1cc(F)ccc1OCc1ccno1,0,0
cid-168500546,C#CC1CC(=O)N(Cc2ccc(OC)c(OCC)c2)C1,0,0
cid-161599484,Cc1cc(C)c(-c2o[c]([Sn]([CH3])([CH3])[CH3])cc2C)s1,0,0
cid-105614067,CCC(NC(=O)c1cc(Cl)ncc1N)c1ccccc1,0,0
cid-116286644,CC(NC(=O)NOCC(=O)O)c1ccc(Br)cc1,0,0
cid-108058270,C#CCCC(COCCOC)NN,0,0
cid-143161788,N/N=C(\N)c1ccc2oc(-c3ccccc3)cc(=O)c2c1,0,0
cid-143079096,C/C(=C\SC(N)=NCC1COc2ccccc2O1)c1cccc(C#N)c1,0,0
cid-22519720,Cc1ccc(C)c(N2CCN(C(=O)Cc3noc4ccccc34)CC2)c1,0,0
cid-116636727,O=S(=O)(c1ccc(Cl)s1)N1CCCCCC1CO,0,0
cid-39878929,CC(C)C(=O)N=C1S[C@@H]2CS(=O)(=O)C[C@@H]2N1c1ccccc1F,0,0
